provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;102;1;1;28102001_1_38;2022;10;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;3;V;3;V;3;V;3;V;3;V
28;102;1;6;28102001_6_48;2022;10;1;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;102;1;7;28102001_7_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;3;V;2;V;2;V
28;102;1;10;28102001_10_49;2022;10;1;3;V;3;V;5;V;4;V;3;V;3;V;6;V;2;V;1;V;5;V;2;V;2;V;4;V;6;V;6;V;9;V;9;V;13;V;16;V;8;V;8;V;4;V;5;V;9;V
28;102;1;12;28102001_12_8;2022;10;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;5;V;5;V;5;V;4;V;4;V
28;102;1;14;28102001_14_6;2022;10;1;74;V;75;V;74;V;70;V;67;V;59;V;59;V;48;V;46;V;71;V;83;V;90;V;89;V;94;V;97;V;97;V;97;V;98;V;100;V;102;V;103;V;101;V;98;V;84;V
28;120;1;7;28120001_7_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2022;10;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;3;V;3;V;3;V;3;V
28;120;1;9;28120001_9_49;2022;10;1;1;V;1;V;1;V;4;V;2;V;1;V;1;V;3;V;6;V;7;V;6;V;6;V;10;V;10;V;8;V;9;V;8;V;6;V;3;V;3;V;3;V;2;V;1;V;3;V
28;120;1;10;28120001_10_49;2022;10;1;4;V;4;V;4;V;6;V;5;V;3;V;3;V;3;V;4;V;5;V;5;V;5;V;6;V;7;V;7;V;6;V;7;V;6;V;6;V;6;V;6;V;5;V;3;V;4;V
28;120;1;12;28120001_12_8;2022;10;1;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;6;V;6;V;5;V;5;V;5;V;5;V
28;120;1;14;28120001_14_6;2022;10;1;65;V;65;V;64;V;62;V;65;V;60;V;58;V;65;V;77;V;87;V;83;V;86;V;92;V;97;V;101;V;102;V;101;V;84;V;85;V;90;V;76;V;70;V;87;V;93;V
28;123;2;7;28123002_7_8;2022;10;1;10;V;15;V;3;V;2;V;4;V;8;V;13;V;16;V;14;V;9;V;4;V;2;V;1;V;1;V;1;V;1;V;2;V;5;V;25;V;37;V;44;V;23;V;13;V;15;V
28;123;2;8;28123002_8_8;2022;10;1;49;V;47;V;35;V;40;V;37;V;36;V;34;V;25;V;20;V;19;V;13;V;9;V;5;V;4;V;5;V;7;V;13;V;39;V;78;V;85;V;88;V;75;V;68;V;67;V
28;123;2;10;28123002_10_49;2022;10;1;18;V;19;V;18;V;15;V;12;V;12;V;14;V;14;V;16;V;15;V;11;V;7;V;5;V;3;V;3;V;3;V;2;V;8;V;13;V;17;V;22;V;23;V;23;V;22;V
28;123;2;12;28123002_12_8;2022;10;1;65;V;70;V;40;V;44;V;43;V;48;V;53;V;49;V;41;V;33;V;19;V;13;V;7;V;6;V;7;V;9;V;16;V;46;V;116;V;141;V;155;V;110;V;87;V;89;V
28;123;2;14;28123002_14_6;2022;10;1;5;V;4;V;8;V;7;V;4;V;2;V;4;V;16;V;27;V;44;V;65;V;77;V;85;V;92;V;97;V;101;V;96;V;68;V;19;V;11;V;5;V;8;V;8;V;5;V
28;13;2;7;28013002_7_8;2022;10;1;2;V;2;V;2;V;2;V;2;V;2;V;3;V;5;V;4;V;3;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;3;V;8;V;5;V;3;V;2;V;2;V
28;13;2;8;28013002_8_8;2022;10;1;16;V;11;V;8;V;6;V;6;V;7;V;7;V;7;V;6;V;5;V;4;V;5;V;4;V;3;V;3;V;3;V;4;V;16;V;52;V;66;V;56;V;29;V;23;V;11;V
28;13;2;10;28013002_10_49;2022;10;1;19;V;15;V;14;V;16;V;10;V;10;V;8;V;9;V;7;V;12;V;4;V;4;V;3;V;4;V;1;V;2;V;4;V;10;V;15;V;22;V;31;V;33;V;24;V;18;V
28;13;2;12;28013002_12_8;2022;10;1;19;V;14;V;11;V;9;V;9;V;10;V;11;V;14;V;12;V;10;V;7;V;8;V;7;V;5;V;6;V;5;V;6;V;18;V;56;V;79;V;64;V;32;V;26;V;14;V
28;13;2;14;28013002_14_6;2022;10;1;28;V;31;V;31;V;29;V;27;V;26;V;23;V;27;V;38;V;51;V;72;V;81;V;93;V;99;V;102;V;104;V;104;V;86;V;39;V;16;V;16;V;34;V;33;V;41;V
28;133;2;7;28133002_7_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;2;V;1;V;1;V;2;V;1;V
28;133;2;8;28133002_8_8;2022;10;1;8;V;6;V;4;V;4;V;5;V;4;V;9;V;12;V;8;V;5;V;5;V;5;V;5;V;3;V;4;V;4;V;5;V;21;V;28;V;17;V;9;V;18;V;12;V;9;V
28;133;2;10;28133002_10_49;2022;10;1;5;V;8;V;9;V;8;V;7;V;5;V;5;V;9;V;16;V;17;V;15;V;13;V;25;V;34;V;19;V;15;V;4;V;5;V;4;V;4;V;5;V;6;V;11;V;12;V
28;133;2;12;28133002_12_8;2022;10;1;10;V;8;V;6;V;6;V;7;V;6;V;13;V;19;V;12;V;8;V;8;V;7;V;7;V;5;V;6;V;6;V;7;V;25;V;30;V;20;V;12;V;21;V;14;V;11;V
28;133;2;14;28133002_14_6;2022;10;1;49;V;49;V;47;V;49;V;43;V;43;V;39;V;37;V;54;V;61;V;71;V;85;V;93;V;100;V;105;V;109;V;110;V;93;V;71;V;82;V;86;V;66;V;63;V;65;V
28;14;2;7;28014002_7_8;2022;10;1;7;V;7;V;6;V;6;V;6;V;8;V;11;V;13;V;14;V;16;V;12;V;10;V;8;V;6;V;6;V;7;V;7;V;7;V;11;V;11;V;12;V;11;V;11;V;11;V
28;14;2;8;28014002_8_8;2022;10;1;22;V;15;V;15;V;15;V;16;V;31;V;32;V;20;V;19;V;21;V;15;V;13;V;8;V;6;V;5;V;6;V;6;V;10;V;44;V;38;V;46;V;39;V;37;V;36;V
28;14;2;10;28014002_10_49;2022;10;1;13;V;12;V;10;V;14;V;14;V;16;V;17;V;16;V;17;V;19;V;15;V;11;V;9;V;5;V;5;V;6;V;5;V;3;V;6;V;18;V;19;V;30;V;29;V;25;V
28;14;2;12;28014002_12_8;2022;10;1;33;V;25;V;24;V;24;V;25;V;43;V;50;V;39;V;41;V;45;V;34;V;27;V;20;V;16;V;14;V;17;V;17;V;21;V;60;V;54;V;64;V;56;V;54;V;52;V
28;14;2;14;28014002_14_6;2022;10;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;14;2;14;28014002_14_8;2022;10;1;30;V;30;V;28;V;24;V;23;V;11;V;8;V;24;V;31;V;38;V;58;V;68;V;76;V;83;V;88;V;92;V;93;V;91;V;45;V;40;V;27;V;31;V;27;V;28;V
28;148;4;7;28148004_7_8;2022;10;1;12;V;5;V;3;V;2;V;6;V;3;V;6;V;14;V;16;V;10;V;6;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;22;V;17;V;14;V;5;V;3;V
28;148;4;8;28148004_8_8;2022;10;1;42;V;37;V;32;V;26;V;35;V;26;V;24;V;22;V;23;V;16;V;13;V;8;V;6;V;6;V;4;V;4;V;8;V;14;V;47;V;84;V;78;V;70;V;56;V;45;V
28;148;4;9;28148004_9_49;2022;10;1;2;V;6;V;6;V;8;V;7;V;6;V;7;V;9;V;8;V;5;V;3;V;5;V;3;V;1;V;2;V;3;V;5;V;3;V;6;V;9;V;13;V;14;V;14;V;11;V
28;148;4;10;28148004_10_49;2022;10;1;18;V;30;V;30;V;26;V;18;V;17;V;17;V;16;V;15;V;17;V;14;V;8;V;6;V;7;V;7;V;7;V;9;V;13;V;14;V;23;V;36;V;34;V;31;V;30;V
28;148;4;12;28148004_12_8;2022;10;1;60;V;44;V;37;V;30;V;44;V;31;V;32;V;44;V;48;V;30;V;21;V;13;V;10;V;9;V;7;V;7;V;11;V;17;V;50;V;118;V;104;V;92;V;64;V;50;V
28;148;4;14;28148004_14_6;2022;10;1;10;V;10;V;14;V;17;V;7;V;11;V;12;V;19;V;27;V;45;V;65;V;85;V;91;V;97;V;101;V;106;V;104;V;94;V;53;V;14;V;12;V;7;V;11;V;15;V
28;16;1;1;28016001_1_38;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V
28;16;1;6;28016001_6_48;2022;10;1;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;16;1;7;28016001_7_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2022;10;1;5;V;4;V;4;V;4;V;4;V;4;V;5;V;4;V;3;V;4;V;5;V;4;V;4;V;4;V;8;V;13;V;12;V;14;V;13;V;11;V;9;V;10;V;8;V;7;V
28;16;1;9;28016001_9_49;2022;10;1;1;V;1;V;3;V;2;V;4;V;5;V;4;V;4;V;5;V;3;V;2;V;1;V;1;V;1;V;1;V;3;V;2;V;2;V;5;V;4;V;4;V;4;V;4;V;4;V
28;16;1;10;28016001_10_49;2022;10;1;5;V;4;V;3;V;4;V;5;V;5;V;6;V;5;V;4;V;4;V;4;V;6;V;6;V;5;V;5;V;5;V;6;V;7;V;7;V;6;V;9;V;8;V;7;V;6;V
28;16;1;12;28016001_12_8;2022;10;1;7;V;6;V;6;V;6;V;6;V;6;V;7;V;6;V;5;V;6;V;7;V;6;V;6;V;6;V;11;V;16;V;14;V;16;V;15;V;13;V;11;V;12;V;10;V;9;V
28;16;1;14;28016001_14_6;2022;10;1;66;V;64;V;62;V;65;V;63;V;52;V;46;V;63;V;66;V;69;V;79;V;87;V;92;V;96;V;95;V;99;V;101;V;101;V;98;V;95;V;87;V;81;V;88;V;86;V
28;16;1;20;28016001_20_59;2022;10;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.5;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0.1;V
28;16;1;30;28016001_30_59;2022;10;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;42;28016001_42_2;2022;10;1;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;16;1;44;28016001_44_2;2022;10;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;16;1;431;28016001_431_59;2022;10;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;161;1;7;28161001_7_8;2022;10;1;2;V;1;V;1;V;1;V;2;V;11;V;22;V;11;V;7;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;6;V;21;V;10;V;11;V;6;V
28;161;1;8;28161001_8_8;2022;10;1;29;V;25;V;21;V;20;V;33;V;44;V;44;V;36;V;30;V;20;V;13;V;8;V;6;V;5;V;4;V;4;V;6;V;12;V;51;V;51;V;52;V;52;V;50;V;45;V
28;161;1;9;28161001_9_49;2022;10;1;12;V;10;V;8;V;8;V;8;V;6;V;9;V;11;V;10;V;7;V;3;V;1;V;1;V;2;V;3;V;3;V;2;V;2;V;5;V;10;V;14;V;16;V;15;V;14;V
28;161;1;12;28161001_12_8;2022;10;1;32;V;27;V;23;V;22;V;36;V;61;V;77;V;54;V;41;V;24;V;15;V;10;V;8;V;7;V;6;V;6;V;8;V;14;V;56;V;60;V;83;V;67;V;66;V;53;V
28;161;1;14;28161001_14_6;2022;10;1;28;V;21;V;23;V;20;V;10;V;2;V;6;V;25;V;38;V;57;V;71;V;82;V;90;V;93;V;97;V;101;V;99;V;89;V;24;V;17;V;12;V;10;V;13;V;19;V
28;171;1;1;28171001_1_38;2022;10;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;171;1;6;28171001_6_48;2022;10;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;171;1;7;28171001_7_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;8;28171001_8_8;2022;10;1;5;V;4;V;4;V;5;V;4;V;5;V;5;V;4;V;6;V;10;V;4;V;3;V;5;V;4;V;2;V;1;V;1;V;1;V;5;V;6;V;6;V;7;V;7;V;6;V
28;171;1;9;28171001_9_49;2022;10;1;4;V;5;V;6;V;6;V;5;V;5;V;7;V;3;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;3;V;7;V;14;V;16;V;13;V;12;V;10;V;8;V
28;171;1;10;28171001_10_49;2022;10;1;8;V;8;V;7;V;7;V;7;V;5;V;7;V;7;V;4;V;6;V;7;V;6;V;6;V;8;V;7;V;6;V;5;V;7;V;8;V;11;V;11;V;11;V;11;V;10;V
28;171;1;12;28171001_12_8;2022;10;1;7;V;6;V;6;V;7;V;6;V;7;V;7;V;6;V;9;V;12;V;6;V;5;V;7;V;6;V;4;V;3;V;3;V;3;V;7;V;8;V;8;V;9;V;9;V;8;V
28;171;1;14;28171001_14_6;2022;10;1;51;V;51;V;45;V;43;V;42;V;35;V;26;V;38;V;47;V;55;V;76;V;87;V;87;V;96;V;105;V;106;V;106;V;102;V;85;V;76;V;75;V;65;V;64;V;66;V
28;180;1;7;28180001_7_8;2022;10;1;1;V;1;V;1;V;1;V;1;V;3;V;8;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;20;V;26;V;28;V;13;V;2;V
28;180;1;8;28180001_8_8;2022;10;1;20;V;20;V;20;V;6;V;13;V;23;V;36;V;11;V;9;V;6;V;5;V;4;V;3;V;3;V;3;V;3;V;3;V;9;V;31;V;72;V;73;V;72;V;62;V;25;V
28;180;1;9;28180001_9_49;2022;10;1;9;V;11;V;10;V;11;V;8;V;4;V;10;V;14;V;7;V;4;V;7;V;7;V;8;V;3;V;2;V;4;V;2;V;3;V;16;V;26;V;38;V;40;V;26;V;19;V
28;180;1;12;28180001_12_8;2022;10;1;22;V;22;V;22;V;8;V;15;V;28;V;48;V;13;V;11;V;8;V;7;V;6;V;5;V;5;V;5;V;5;V;5;V;11;V;36;V;103;V;113;V;116;V;81;V;28;V
28;180;1;14;28180001_14_6;2022;10;1;39;V;36;V;35;V;56;V;45;V;38;V;24;V;50;V;64;V;73;V;73;V;87;V;94;V;98;V;100;V;100;V;101;V;93;V;62;V;14;V;11;V;8;V;17;V;49;V
28;45;2;6;28045002_6_48;2022;10;1;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.6;V;0.8;V;0.6;V;1.7;V;0.8;V;2.9;V;1.3;V;1.1;V;1;V;0.7;V;0.7;V;0.6;V;0.7;V;0.8;V;0.8;V;0.8;V;0.7;V;0.6;V
28;45;2;7;28045002_7_8;2022;10;1;1;V;1;V;1;V;2;V;1;V;4;V;7;V;5;V;8;V;7;V;3;V;7;V;2;V;2;V;2;V;1;V;1;V;3;V;18;V;24;V;19;V;14;V;1;V;1;V
28;45;2;8;28045002_8_8;2022;10;1;7;V;7;V;7;V;11;V;15;V;20;V;36;V;24;V;20;V;15;V;12;V;14;V;8;V;12;V;10;V;9;V;8;V;16;V;68;V;93;V;78;V;52;V;21;V;11;V
28;45;2;10;28045002_10_49;2022;10;1;11;V;12;V;10;V;11;V;7;V;9;V;8;V;13;V;9;V;8;V;10;V;5;V;4;V;4;V;5;V;4;V;5;V;4;V;12;V;21;V;28;V;26;V;18;V;13;V
28;45;2;12;28045002_12_8;2022;10;1;9;V;9;V;9;V;13;V;17;V;25;V;46;V;32;V;32;V;25;V;17;V;25;V;11;V;16;V;13;V;11;V;10;V;21;V;95;V;130;V;107;V;74;V;23;V;13;V
28;45;2;14;28045002_14_6;2022;10;1;65;V;70;V;65;V;63;V;57;V;54;V;36;V;50;V;58;V;70;V;79;V;86;V;94;V;97;V;104;V;109;V;111;V;103;V;56;V;31;V;37;V;52;V;75;V;80;V
28;47;2;1;28047002_1_38;2022;10;1;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;3;V;2;V;2;V;2;V
28;47;2;7;28047002_7_8;2022;10;1;11;V;7;V;7;V;4;V;11;V;28;V;54;V;25;V;7;V;2;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;4;V;41;V;5;V;14;V;12;V;11;V;11;V
28;47;2;8;28047002_8_8;2022;10;1;41;V;36;V;36;V;30;V;33;V;36;V;42;V;35;V;23;V;12;V;10;V;7;V;8;V;8;V;6;V;7;V;11;V;41;V;91;V;60;V;64;V;59;V;52;V;50;V
28;47;2;9;28047002_9_49;2022;10;1;10;V;7;V;7;V;7;V;6;V;7;V;7;V;8;V;4;V;6;V;7;V;4;V;3;V;1;V;1;V;1;V;2;V;4;V;6;V;6;V;9;V;14;V;14;V;12;V
28;47;2;12;28047002_12_8;2022;10;1;58;V;46;V;46;V;36;V;50;V;80;V;125;V;74;V;33;V;15;V;14;V;11;V;11;V;10;V;8;V;9;V;13;V;47;V;153;V;68;V;85;V;77;V;68;V;67;V
28;47;2;14;28047002_14_6;2022;10;1;4;V;6;V;5;V;8;V;4;V;2;V;2;V;13;V;42;V;70;V;80;V;86;V;91;V;96;V;100;V;104;V;101;V;69;V;15;V;21;V;11;V;9;V;11;V;10;V
28;47;2;20;28047002_20_59;2022;10;1;1.7;V;1.6;V;1.3;V;1.1;V;1.3;V;2.2;V;2.8;V;2.4;V;1.8;V;1.1;V;0.5;V;0.5;V;0.5;V;0.4;V;0.7;V;0.4;V;1.1;V;0.7;V;3.1;V;2.9;V;2.2;V;2.7;V;2.2;V;1.9;V
28;47;2;30;28047002_30_59;2022;10;1;0.4;V;0.4;V;0.3;V;0.2;V;0.2;V;0.3;V;0.4;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.6;V;0.7;V;0.7;V;0.9;V;0.7;V;0.6;V
28;47;2;42;28047002_42_2;2022;10;1;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.5;V;1.5;V;1.4;V;1.4;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.5;V;1.4;V;1.5;V;1.5;V;1.4;V;1.4;V
28;47;2;44;28047002_44_2;2022;10;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2022;10;1;1.1;V;0.9;V;0.7;V;0.6;V;0.7;V;0.9;V;1.1;V;1;V;0.9;V;0.8;V;0.5;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.4;V;1.7;V;2.1;V;1.5;V;1.7;V;1.4;V;1.1;V
28;49;3;7;28049003_7_8;2022;10;1;11;V;6;V;8;V;2;V;7;V;6;V;25;V;21;V;16;V;14;V;8;V;4;V;3;V;2;V;2;V;2;V;3;V;6;V;12;V;18;V;23;V;37;V;14;V;10;V
28;49;3;8;28049003_8_8;2022;10;1;55;V;50;V;45;V;29;V;38;V;35;V;40;V;34;V;28;V;28;V;19;V;11;V;9;V;6;V;6;V;12;V;17;V;49;V;88;V;93;V;94;V;93;V;77;V;67;V
28;49;3;9;28049003_9_49;2022;10;1;8;V;8;V;10;V;9;V;6;V;9;V;9;V;11;V;8;V;7;V;6;V;3;V;1;V;7;V;8;V;4;V;4;V;7;V;7;V;10;V;12;V;18;V;15;V;17;V
28;49;3;10;28049003_10_49;2022;10;1;13;V;14;V;16;V;16;V;14;V;14;V;16;V;22;V;27;V;25;V;22;V;17;V;12;V;10;V;8;V;6;V;7;V;6;V;4;V;11;V;18;V;25;V;28;V;29;V
28;49;3;12;28049003_12_8;2022;10;1;72;V;58;V;57;V;32;V;49;V;44;V;78;V;66;V;51;V;49;V;32;V;17;V;13;V;8;V;9;V;15;V;23;V;58;V;106;V;120;V;128;V;149;V;98;V;82;V
28;49;3;14;28049003_14_6;2022;10;1;5;V;4;V;4;V;16;V;6;V;6;V;3;V;12;V;24;V;35;V;60;V;82;V;94;V;103;V;108;V;107;V;104;V;61;V;17;V;7;V;4;V;2;V;6;V;4;V
28;5;2;1;28005002_1_38;2022;10;1;4;V;4;V;3;V;4;V;4;V;4;V;5;V;7;V;8;V;7;V;6;V;4;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;3;V;4;V;4;V;3;V;2;V
28;5;2;6;28005002_6_48;2022;10;1;0.7;V;0.7;V;0.8;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.9;V;1.1;V;1.2;V;1.2;V;1;V;0.9;V
28;5;2;7;28005002_7_8;2022;10;1;3;V;2;V;3;V;3;V;2;V;6;V;11;V;13;V;16;V;13;V;6;V;3;V;3;V;1;V;1;V;1;V;2;V;2;V;9;V;48;V;61;V;47;V;30;V;21;V
28;5;2;8;28005002_8_8;2022;10;1;41;V;31;V;38;V;27;V;21;V;31;V;30;V;23;V;23;V;22;V;19;V;14;V;11;V;8;V;7;V;7;V;15;V;32;V;76;V;96;V;98;V;85;V;75;V;62;V
28;5;2;9;28005002_9_49;2022;10;1;12;V;4;V;1;V;1;V;1;V;4;V;7;V;10;V;10;V;11;V;11;V;8;V;4;V;1;V;1;V;1;V;1;V;1;V;4;V;5;V;8;V;13;V;15;V;14;V
28;5;2;10;28005002_10_49;2022;10;1;17;V;5;V;10;V;15;V;8;V;3;V;3;V;7;V;11;V;11;V;11;V;10;V;10;V;11;V;12;V;11;V;10;V;8;V;6;V;9;V;19;V;26;V;26;V;23;V
28;5;2;12;28005002_12_8;2022;10;1;46;V;34;V;43;V;31;V;24;V;40;V;47;V;43;V;48;V;41;V;27;V;20;V;16;V;10;V;9;V;9;V;19;V;36;V;90;V;169;V;191;V;158;V;121;V;94;V
28;5;2;14;28005002_14_6;2022;10;1;17;V;25;V;15;V;18;V;26;V;11;V;10;V;22;V;28;V;38;V;66;V;79;V;93;V;105;V;111;V;114;V;110;V;87;V;28;V;10;V;8;V;7;V;7;V;11;V
28;58;4;7;28058004_7_8;2022;10;1;18;V;15;V;3;V;8;V;24;V;28;V;26;V;44;V;32;V;22;V;12;V;4;V;2;V;1;V;1;V;3;V;2;V;3;V;6;V;11;V;21;V;31;V;33;V;11;V
28;58;4;8;28058004_8_8;2022;10;1;73;V;70;V;65;V;67;V;68;V;64;V;57;V;54;V;46;V;41;V;31;V;13;V;7;V;5;V;5;V;10;V;14;V;32;V;84;V;99;V;90;V;107;V;106;V;86;V
28;58;4;10;28058004_10_49;2022;10;1;10;V;20;V;17;V;16;V;17;V;21;V;21;V;17;V;18;V;14;V;14;V;9;V;5;V;9;V;6;V;2;V;6;V;8;V;9;V;11;V;32;V;38;V;29;V;20;V
28;58;4;12;28058004_12_8;2022;10;1;100;V;93;V;69;V;79;V;105;V;107;V;96;V;122;V;94;V;74;V;49;V;19;V;10;V;7;V;7;V;15;V;18;V;37;V;94;V;116;V;123;V;154;V;156;V;103;V
28;58;4;14;28058004_14_6;2022;10;1;3;V;3;V;8;V;3;V;3;V;1;V;4;V;11;V;23;V;36;V;55;V;75;V;86;V;92;V;96;V;95;V;93;V;76;V;29;V;15;V;23;V;6;V;6;V;16;V
28;58;4;20;28058004_20_59;2022;10;1;7;V;14.2;V;8.4;V;8.2;V;8.7;V;12;V;7.4;V;6.6;V;6.5;V;5.8;V;4.3;V;2;V;0.8;V;0.5;V;0.3;V;0.5;V;0.6;V;0.8;V;2;V;4.5;V;4.7;V;7.4;V;9.1;V;9.4;V
28;58;4;30;28058004_30_59;2022;10;1;0.4;V;0.8;V;0.5;V;0.3;V;0.4;V;0.7;V;0.3;V;0.5;V;0.6;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.5;V;1.3;V;1.6;V;1.4;V
